_id,OBJECTID,OID,Address,City,County,Zip,Year,Recipient,Approved Loan Amount,Recipient Type,Project Type,Project Status,Estimated Savings ($/yr),Annual Electric Savings (kWh),Lighting,HVAC,Solar,Battery Storage,EV Infrastructure,Other,Project Summary,Utility,Type of Utility,DAC,DDLat,DDLon,DDLat_D,DDLon_D,GlobalID,CreationDate,Creator,EditDate,Editor,x,y,x2,y2
882,885,894,"42600 CA-58, Buttonwillow, CA  93206",Buttonwillow,Kern,93206,2021,Buttonwillow Union Elementary School District,792352,School,ECAA-Ed,Completed,60693,275373,No,No,Yes,No,No,No,Install one ground-mounted solar PV shade structure at Buttonwillow Elementary School,Pacific Gas & Electric Company,IOU,Yes,35.400239,-119.476418,35.400239,-119.476418,25dc7b65-1415-452f-b9d7-eceb7c770ac1,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/31/2022 10:38:00 PM,SLocwood_CAEnergy,-119.476418,35.400239,-13300054.0136,4218405.9267
883,886,895,"960 Wildwood Road, Arbuckle, CA  95912",Arbuckle,Colusa,95912,2021,Pierce Joint Unified School District,1974850,School,ECAA-Ed,Completed,105522,430700,No,No,Yes,No,No,No,Install three carport-mounted PV systems at Pierce High School,Pacific Gas & Electric Company,IOU,No,39.010073,-122.05448,39.010073,-122.05448,213d0453-bf21-4afb-b057-0adcf2993d55,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-122.05448,39.010073,-13587042.5626,4723114.5461
884,887,899,"220 12th St, Colusa, CA 95932",Colusa,Colusa,95932,2020,County of Colusa,1622640,Local Government,ECAA-Reg,Completed,160037,623296,Yes,Yes,Yes,No,No,Yes,"Install four PV systems, lighting retrofits, HVAC/Boiler replacements, and installation of a cool roof",Pacific Gas & Electric Company,IOU,No,39.2159217,-122.0178967,39.2159217,-122.0178967,b7414f8b-b9fc-4b7a-8710-a8bd413e405d,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-122.017897,39.215922,-13582970.1617,4752647.9093
885,888,900,"3105 Willow Pass Rd, Bay Point, CA 94565",Bay Point,Contra Costa,94565,2020,Ambrose Recreation and Park District,517550,Special District,ECAA-Reg,Completed,36083,161871,Yes,Yes,Yes,No,No,Yes,"Installation of one solar PV system, lighting retrofits, HVAC replacement, installation of programmable thermostat and smart pool pump controls",Pacific Gas & Electric Company,IOU,Yes,38.0263867,-121.9492896,38.0263867,-121.9492896,16afb7f4-8f22-42a2-99da-a56285eaa5a7,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-121.94929,38.026387,-13575332.8654,4583154.0819
886,890,902,"1100 E Parlier Ave, Parlier, CA 93648",Parlier,Fresno,93648,2020,City of Parlier,1210560,Local Government,ECAA-Reg,Completed,73766,395838,Yes,Yes,Yes,No,No,No,"Retrofit lighting, replace HVAC and install PV systems in the city municipal buildings",Pacific Gas & Electric Company,IOU,Yes,36.6118774,-119.5394897,36.6118774,-119.5394897,1d58c1d0-c0e9-4ab4-8ade-7a2dae81b1cc,8/22/2022 3:59:00 PM,mlaw_CAEnergy,3/29/2023 6:38:00 PM,SLocwood_CAEnergy,-119.53949,36.611877,-13307075.1565,4385144.6447
887,891,903,"4925 N 7th Ave, Biola, CA 93606",Biola,Fresno,93606,2020,Biola Community Services District,881904,Special District,ECAA-Reg,Completed,57066,299979,No,Yes,Yes,No,No,Yes,"Installation of four PV systems, retrofit one HVAC system, and retrofit one cool roof",Pacific Gas & Electric Company,IOU,No,36.8061,-120.0151383,36.8061,-120.0151383,4ceb8039-136d-438b-b53e-ba8bab17040f,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/31/2022 10:40:00 PM,SLocwood_CAEnergy,-120.015138,36.8061,-13360024.0496,4412113.9799
888,892,904," 6360 Fountain Square Dr, Citrus Heights, CA 95621",Citrus Heights,Sacramento,95621,2020,City of Citrus Heights,611677,Local Government,ECAA-Reg,Completed,36343,425197,Yes,No,No,No,No,No,Retrofit lanscape lighting and street lighting,Sacramento Municipal Utility District,POU,No,38.682771,-121.296466,38.682771,-121.296466,a204d133-28be-498d-af33-988dca9cfa10,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-121.296453,38.682766,-13502659.383,4676331.8593
889,893,905,"12240 Archwood St, North Hollywood, CA 91606",North Hollywood,Los Angeles,91606,2020,City of Los Angeles,3000000,Local Government,ECAA-Reg,Completed,361325,2000000,Yes,No,No,No,No,No,"Replace 12,000 streetlight fixtures throughout the city",Los Angeles Department of Water & Power,POU,Yes,34.191805,-118.40074,34.191805,-118.40074,aaa3fdd1-dea4-4b0a-becb-3d0d99c482a0,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-118.40074,34.191805,-13180310.0863,4054585.9206
890,894,906,"810 Court St, Jackson, CA 95642",Jackson,Amador,95642,2020,County of Amador,3000000,Local Government,ECAA-Reg,Completed,179496,1176282,No,Yes,Yes,No,No,No,"Replace 35 HVAC units, replace two transformers, and install four separate PV systems",Pacific Gas & Electric Company,IOU,No,38.3524283,-120.7673567,38.3524283,-120.7673567,ed1e980b-2ff8-4418-a663-bd1e2bb1b088,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-120.767357,38.352428,-13443760.6857,4629332.399
891,895,907,"70 N 1st St, Campbell, CA 95008",Campbell,Santa Clara,95008,2020,City of Campbell,1638168,Local Government,ECAA-Reg,Completed,111605,388494,Yes,Yes,No,No,No,Yes,"Install streetlighting, upgrade energy management system in city municipal buildings, and install HVAC duct sealing in City Hall",Pacific Gas & Electric Company,IOU,No,37.288335,-121.9441,37.288335,-121.9441,fdca8d66-afac-4583-9464-adb23657b92e,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-121.9441,37.288335,-13574755.1172,4479373.5357
892,896,910,"531 K St, Eureka, CA, 95501",Eureka,Humboldt,95501,2022,City of Eureka,1392677,Local Government,ECAA-Reg,Active,94970,525646,Yes,No,Yes,No,No,No,"Solar PV installations and LED upgrades at two city-owned sites. Amendment added $50,000 to approved loan amount in January 2024.",Pacific Gas & Electric Company,IOU,No,40.8027669,-124.1601728,40.8027669,-124.1601728,1feb5873-35d0-4a36-93f1-f8cf9097207d,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-124.1603604,40.80245538,-13821468.0964,4983247.3978
893,898,915,"633 6th St, Orange Cove, CA 93646",Orange Cove,Fresno,93646,2022,City of Orange Cove,2228616,Local Government,ECAA-Reg,Completed,142166,961534,Yes,No,Yes,No,No,No,Lighting retrofits at 7 city sites and solar PV array installation at 1 city site,Pacific Gas & Electric Company,IOU,Yes,36.6237917,-119.313453,36.6237917,-119.313453,02f4298b-ecf5-464f-907d-215941e8ab99,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-119.313255,36.62403314,-13281890.7915,4386830.6199
894,899,916,"128 S 5th St, Fowler, CA 93625",Fowler,Fresno,93625,2022,City of Fowler,182924,Local Government,ECAA-Reg,Completed,28513,98337,No,No,Yes,No,No,No,Solar PV installation at the City’s fire station,Pacific Gas & Electric,IOU,Yes,36.63047782,-119.6772022,36.63047782,-119.6772022,b352e712-356a-4af7-ab45-c5db1d984985,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-119.6776386,36.63088174,-13322453.7883,4387780.592
895,900,917,"44950 Eldorado Drive, Indian Wells, CA 92210",Indian Wells,Riverside,92210,2022,City of Indian Wells,2726184,Local Government,ECAA-Reg,Active,163585,1125125,No,No,Yes,No,No,No,Solar PV installation at City's Golf Resort Clubhouse,Southern California Edison,IOU,No,33.71349935,-116.3395677,33.71349935,-116.3395677,775058b1-2762-444a-a8ed-37986dbb6608,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-116.3383259,33.72306949,-12950723.1989,3991677.3631
896,901,918,"3580 South Frank Street, Fresno, CA 93725",Fresno,Fresno,93725,2022,Malaga County Water District,2466565,Special District,ECAA-Reg,Active,163396,742985,No,No,Yes,No,No,No,Solar PV installation at the district's Community Center and Wastewater Treatment Plant,Pacific Gas & Electric Company,IOU,Yes,36.68355508,-119.7321931,36.68355508,-119.7321931,aaba0488-6d8d-4d2c-8785-a75012241a1a,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-119.7325297,36.68348209,-13328564.2376,4395079.6244
897,902,919,"37479 Avenue 12, Madera, CA  93636",Madera,Madera,93636,2021,Golden Valley Unified School District,1712180,School,ECAA-Ed,Completed,134735,732572,Yes,Yes,No,No,No,Yes,"Retrofit interior lighting at four sites, install plug load management systems at four sites, upgrade HVAC at two sites",Pacific Gas & Electric Company,IOU,No,36.9233363,-119.8673867,36.9233363,-119.8673867,bff59f4e-76b3-4c7c-96e7-900f8185872e,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-119.8680438,36.92336239,-13343649.5982,4428429.8695
898,903,920,"900 Newmark Avenue, Parlier, CA 93648",Parlier,Fresno,93648,2019,Parlier Unified School District,2750331,School,ECAA-Ed,Completed,270924,1721452,Yes,Yes,Yes,No,No,No,"Project includes a comprehensive interior and exterior retrofit to LED lighting, replacing 26 inefficient wall-mounted heat pumps units with high-efficient systems, and installing a 898.5 kWdc ground-mounted solar photovoltaic system at two co-located sch",Pacific Gas & Electric Company,IOU,Yes,36.616999,-119.5294103,36.616999,-119.5294103,f376647c-6478-4eb7-a8d9-9a4c46a53418,8/31/2022 2:50:00 PM,SLocwood_CAEnergy,8/31/2022 2:54:00 PM,SLocwood_CAEnergy,-119.5276068,36.61738233,-13305752.3247,4385908.1642
899,904,922,"10643 Avenue 416, Sultana, CA 93666",Sultana,Tulare,93666,2020,Monson-Sultana Joint Union Elementary,690508,School,ECAA-Ed,Completed,61700,319216,No,No,Yes,No,No,No,Install a 150 kW PV array at Monson-Sultana School,Pacific Gas & Electric Company,IOU,Yes,36.546739,-119.336008,36.546739,-119.336008,b24ec81f-6cdb-4378-a066-058cea0c1f88,10/7/2022 4:54:00 PM,SLocwood_CAEnergy,10/7/2022 5:02:00 PM,SLocwood_CAEnergy,-119.3345417,36.5442922,-13284260.4161,4375775.9268
900,905,924,"809 Center St, Santa Cruz, CA 95060",Santa Cruz,Santa Cruz,95060,2022,City of Santa Cruz,2424224,Local Government,ECAA-Reg,Active,144236,721424,Yes,no,Yes,No,No,No,Install three solar PV arrays totaling 449.3 kW at three city sites and upgrade existing lighting to high efficiency LED lighting at one city site,Pacific Gas & Electric,IOU,No,36.9744906,-122.0295786,36.9744906,-122.0295786,de705c25-e2d7-48fc-9fce-17df17f1821d,10/14/2022 5:53:00 PM,SLocwood_CAEnergy,10/14/2022 5:59:00 PM,SLocwood_CAEnergy,-122.0294942,36.97438955,-13584261.1561,4435537.6217
901,906,925,"2201 Blue Gum Avenue, Modesto, CA 95358",Modesto,Stanislaus,95358,2022,Yosemite Community College District,3000000,College,ECAA-Reg,Completed,254955,2276384,Yes,No,No,No,No,No,Upgrade lighting fixtures to high efficiency LED lighting and install lighting controls at Modesto Junior College East Campus and Modesto Junior College West Campus,Modesto Irrigation District,POU,Yes,37.6629249,-121.0354718,37.6629249,-121.0354718,d767bd94-bcd9-42b1-bf02-0a2c772f8338,10/14/2022 6:05:00 PM,SLocwood_CAEnergy,5/17/2023 4:42:00 PM,SLocwood_CAEnergy,-121.0374289,37.6622886,-13473824.9521,4531827.7545
902,907,926,"23920 Valencia Blvd, Santa Clarita, CA 91355",Santa Clarita,Los Angeles,91355,2023,City of Santa Clarita,3000000,Local Government,ECAA-Reg,Active,309958,1494789,Yes,Yes,No,No,No,Yes,"Retrofit and upgrade existing interior and exterior lighting to LEDs at 40 sites, and existing HVAC equipment at one site, transformers at 12 sites.",Southern California Edison,IOU,No,34.4128063,-118.5538051,34.4128063,-118.5538051,cf348629-8bac-44c5-a933-8146a23c220e,3/9/2023 10:29:00 PM,SLocwood_CAEnergy,3/9/2023 10:35:00 PM,SLocwood_CAEnergy,-118.5537785,34.41268607,-13197346.2542,4084351.2103
903,908,927,"2293 East Crabtree Ave., Porterville, CA 93257",Porterville,Tulare,93257,2023,Alta Vista Elementary School District,1422956,School,ECAA-Ed,Active,78772,483822,No,No,Yes,No,No,No,Installation of one ground mounted solar PV array of 302.4 kW at one district site,Southern California Edison,IOU,Yes,36.0585113,-118.9663305,36.0585113,-118.9663305,206c1d67-652f-4152-9db1-e2bed4ea53e5,4/19/2023 2:41:00 PM,SLocwood_CAEnergy,4/19/2023 2:44:00 PM,SLocwood_CAEnergy,-118.9652355,36.05776621,-13243149.438,4308572.8274
904,909,928,"714 North White Street, Hanford, CA  93230",Hanford,Kings,93230,2023,Hanford Elementary School District,2202584,School,ECAA-Ed,Completed,111042,600486,No,No,Yes,No,No,No,Installation of two carport solar PV arrays totaling 372.6 kW at two district sites.,Southern California Edison,IOU,No,36.332641,-119.639982,36.332641,-119.639982,79f544cb-b346-4aea-8aee-e343f3299256,4/19/2023 2:49:00 PM,SLocwood_CAEnergy,4/19/2023 2:52:00 PM,SLocwood_CAEnergy,-119.6398501,36.33263279,-13318247.1917,4346488.1895
905,910,929,"3961 Avenue 400, Kingsburg, CA 93631",Kingsburg,Tulare,93631,2023,Kings River Union Elementarty School District,1072271,School,ECAA-Ed,Active,79128,348185,No,No,Yes,No,No,No,Installation of one ground mounted solar PV array of 208.8 kW at one district site.,Pacific Gas & Electric Company,IOU,Yes,36.5165798,-119.486194,36.5165798,-119.486194,04171997-a37a-4191-a02b-f46ea5f15a65,4/19/2023 2:53:00 PM,SLocwood_CAEnergy,4/19/2023 2:56:00 PM,SLocwood_CAEnergy,-119.4852481,36.51716294,-13301036.9758,4372017.5278
906,911,930,"13990 Avenue 240, Tulare, CA 93274",Tulare,Tulare,93274,2023,Sundale Union Elementary School District,2286703,School,ECAA-Ed,Active,117542,678301,No,No,Yes,No,No,No,Installation of a 440 kW-DC carport structure PV system at the district’s single school site.,Southern California Edison,IOU,No,36.2283149,-119.2617678,36.2283149,-119.2617678,4cb3b9fb-aecc-43b6-a9fd-44f87482a724,4/19/2023 4:05:00 PM,SLocwood_CAEnergy,4/19/2023 4:09:00 PM,SLocwood_CAEnergy,-119.2615683,36.22603719,-13276137.0544,4331768.4811
907,912,931,"264 North Westwood Street, Porterville, CA 93257",Porterville,Tulare,93257,2023,Burton Elementary School District,995083,School,ECAA-Ed,Completed,133629,526816,Yes,No,No,No,No,No,Retrofit existing interior lighting to LED at 8 sites,Southern California Edison,IOU,Yes,36.07211396,-119.0699706,36.07211396,-119.0699706,87bbf3ed-80cf-4a56-9a0c-61b1e1c0b950,4/19/2023 4:14:00 PM,SLocwood_CAEnergy,4/19/2023 4:17:00 PM,SLocwood_CAEnergy,-119.0707926,36.07089232,-13254900.0006,4310380.4356
908,913,932,"4605 N Polk Ave, Fresno, CA, 93722",Fresno,Fresno,93722,2023,Central Unified School District,29956662,School,ECAA-Ed,Active,206571,864341,Yes,No,No,No,No,No,Retrofit existing interior lighting to LED lighting at 18 school sites,Pacific Gas & Electric Company,IOU,Yes,36.80284305,-119.8908526,36.80284305,-119.8908526,ba67ebf1-f5fe-4e7e-a578-633f5902d0d7,5/17/2023 4:32:00 PM,SLocwood_CAEnergy,5/17/2023 4:40:00 PM,SLocwood_CAEnergy,-119.8911087,36.80212351,-13346217.1711,4411561.1295
909,914,933,"900 South Newmark Ave, Parlier, CA 93648",Parlier,Fresno,93648,2023,Parlier Unified School District,3000000,School,ECAA-Ed,Active,201750,849486,No,No,Yes,No,No,No,Install three carport solar PV arrays totaling 525.4 kW at three district sites,Pacific Gas & Electric Company,IOU,Yes,36.6169276,-119.5294921,36.6169276,-119.5294921,ac4705ad-292d-40fd-a89d-e7e619e163ba,6/26/2023 7:56:00 PM,SLocwood_CAEnergy,6/26/2023 8:00:00 PM,SLocwood_CAEnergy,-119.527664,36.61737587,-13305758.6922,4385907.2682
910,915,934,"3235 Union Avenue, San Jose, CA 95124",San Jose,Santa Clara,95124,2023,Campbell Union High School District,2559623,School,ECAA-Ed,Active,196638,903653,Yes,No,No,No,No,No,Lighting upgrade to LED at seven sites,Pacific Gas & Electric Company,IOU,No,37.2654071,-121.9320247,37.2654071,-121.9320247,22d74ae4-7e0f-4cb7-9393-561c8870646e,6/26/2023 8:06:00 PM,SLocwood_CAEnergy,6/26/2023 8:11:00 PM,SLocwood_CAEnergy,-121.9333939,37.26499933,-13573563.3196,4476108.9272
911,916,935,"401 North Fairview Ave, Goleta, CA 93117",Goleta,Santa Barbara,93117,2023,Goleta Union Elementary School District,2092838,School,ECAA-Ed,Active,104642,509280,No,No,Yes,No,No,No,"Installation of solar PV systems at four school district sites - 128.6kW, 64.8kW, 72kW, 64.8kW",Southern California Edison,IOU,No,34.447611,-119.8317956,34.447611,-119.8317956,,,SLocwood_CAEnergy,,SLocwood_CAEnergy,-119.8317956,34.447611,-13339614.467,4089064.7768
912,917,936,"1010 Wheatland Rd, Wheatland, CA 95692",Wheatland,Yuba,95692,2023,Wheatland Union High School District,1082340,School,ECAA-Ed,Active,54117,207419,No,No,Yes,No,No,No,Installation of a 135 kW carport structure solar PV system at one school site,Pacific Gas & Electric Company,IOU,No,39.0065688,-121.4294908,39.0065688,-121.4294908,,,SLocwood_CAEnergy,,SLocwood_CAEnergy,-121.4294908,39.0065688,-13517462.0054786,4722609.0015435
913,918,937,"922 B St, Livingston, CA 95334",Livingston,Merced,95334,2023,Livingston Union Elementary School District,1317112,School,ECAA-Ed,Active,83494,342318,No,No,Yes,No,No,No,218.7 kW carport structure PV system to be installed to serve Campus Park Elementary,Pacific Gas & Electric Company,IOU,Yes,37.3873857,-120.7286595,37.3873857,-120.7286595,,,SLocwood_CAEnergy,,SLocwood_CAEnergy,-120.7286595,37.3873857,-13439452.8997,4493241.7946
914,919,938,"4200 Ashe Road, Bakersfield, CA 93313",Bakersfield,Kern,93313,2023,Panama-Buena Vista Union School District,2998636,School,ECAA-Ed,Active,321266,1108856,Yes,No,No,No,No,No,Lighting upgrade at 20 schools,Pacific Gas & Electric Company,IOU,No,35.3169774,-119.0739826,35.3169774,-119.0739826,,,SLocwood_CAEnergy,,SLocwood_CAEnergy,-119.0739826,35.3169774,-13255255.1098,4207040.9764
915,920,939,"1005 Hoag St, Corning, CA 96021",Corning,Tehama,96021,2023,Corning Union Elementary School District,3000000,School,ECAA-Ed,Active,206817,795745,No,No,Yes,No,No,No,Installation of three solar PV arrays totaling 480 kW at three district sites,Pacific Gas & Electric Company,IOU,No,39.9258497,-122.1861718,39.9258497,-122.1861718,,,SLocwood_CAEnergy,,SLocwood_CAEnergy,-122.1861718,39.9258497,-13601702.4268,4855172.8034
916,921,940,"16541 Road 168, Porterville, CA 93257",Porterville,Tulare,93257,2023,Woodville Union Elementary School District,1476843,School,ECAA-Ed,Active,88338,342066,No,No,Yes,No,No,No,Installation of a 218.7 kW carport structure PV system at one site,Southern California Edison,IOU,Yes,36.089373,-119.1967575,36.089373,-119.1967575,,,SLocwood_CAEnergy,,SLocwood_CAEnergy,-119.1967575,36.089373,-13268922.3491,4312925.9377
917,936,950,"57090 29 Palms Hwy, Yucca Valley, CA 92284",Yucca Valley,San Bernardino,92284,2023,Town of Yucca Valley,2500000,Local Government,ECAA-Reg,Active,283861,582459,No,No,Yes,No,No,No,Installation of a 320 kW carport structure photovoltaic (PV) system at the Town’s Aquatic and Recreation Center,Southern California Edison,IOU,Yes,34.12403651,-116.4181081,34.12403651,-116.4181081,,,,,,,,-12959714.0279172,4045192.74860279
918,937,949,"111 Main Street Wheatland, CA 95692",Wheatland,Yuba,95692,2023,Wheatland School District,1110520,School,ECAA-Ed,Active,63627,209465,Yes,No,Yes,No,No,No,Installation of a 135 kW carport structure PV system at one school site,Pacific Gas & Electric Company,IOU,No,39.01356595,-121.4199821,39.01356595,-121.4199821,,,,,,,,-13516413.5232146,4723594.69118391
919,938,951,"736 F St, Arcata, CA 95521",Arcata,Humboldt,95521,2024,City of Arcata,576356,Local Government,ECAA-Reg,Active,42341,180054,Yes,No,Yes,No,No,No,"Retrofit 85 CFL and MH interior and exterior fixtures and 52 MH sports lights fixtures to LED fixtures at Arcata Community Center. Install 109 kW (DC), roof-mounted solar photovoltaic array on Arcata Community Center. ",Pacific Gas & Electric Company,IOU,Yes,40.86734817,-124.0847142,40.86734817,-124.0847142,,3/13/2024 8:22:39 PM,SLockwood,,,,,-13813056.5302608,4992772.27149288
920,939,952,"501 Poli St, Ventura, CA 93001",Ventura,Ventura,93001,2024,City of San Buenaventura,507896,Local Government,ECAA-Reg,Cancelled,43942,336564,Yes,No,No,No,No,No,"Upgrade existing lighting to LED and replace ballasts with LED drivers in 1,863 fixtures across 13 sites.",Southern California Edison,IOU,Yes,34.28251824,-119.2930816,34.28251824,-119.2930816,,3/13/2024 8:27:18 PM,SLockwood,,,,,-13279648.8130231,4066791.27200417
921,940,953,"2401 El Camino Real, Arvin, CA 93203",Arvin,Kern,93203,2024,City of Arvin,3000000,Local Government,ECAA-Reg,Active,233091,1488000,No,No,Yes,No,No,Yes,Installation of a 997.2 kW ground mounted PV system and perform a utility service upgrade at the City of Arvin's wastewater treatment plant.,Pacific Gas & Electric Company,IOU,Yes,35.18764822,-118.8472439,35.18764822,-118.8472439,,3/13/2024 8:36:27 PM,SLockwood,,,,,-13230142.0895038,4189360.77054211
922,941,967,295 N Garey Ave,Pomona,Los Angeles,91767,2021,School of Arts and Enterprise,620822,School,ECAA-Ed,Completed,71408,282000,No,No,Yes,No,No,No,Install two solar PV systems at the School of Arts and Enterprise's middle school and high school.,Southern California Edison,IOU,Yes,34.06042282,-117.7506797,34.06042282,-117.7506797,,7/9/2024 5:35:49 PM,SLockwood,,,,,-13107935.0373684,4036888.47508296
923,942,965,"473 State St, Princeton, CA 95970",Princeton,Colusa,95970,2023,Princeton Joint Unified School District,1213573,School,ECAA-Ed,Active,69204,227359,No,No,Yes,No,No,No,Installation of a 138.2 kW PV system at one site,Pacific Gas & Electric Company,IOU,No,39.40152942,-122.0113398,39.40152942,-122.0113398,,7/9/2024 9:48:44 PM,SLockwood,,,,,-13582211.8078775,4779285.59981746
924,943,954,"144 Ferguson Road, Auburn, CA 95694",Auburn,Placer,95694,2024,Placer County Water Agency,3000000,Special District,ECAA-Reg,Active,233091,1055496,No,No,Yes,No,No,No,Installation of a 674.1 kW solar PV system with eight canopy structures and one ground mount structure with three arrays at one site,Pacific Gas & Electric Company,IOU,No,38.92182322828152,-121.05467150348912,38.9218232282815,-121.054671503489,,4/11/2024 9:04:06 PM,SLockwood,,,,,-13475746.5950699,4710433.64187075
925,944,955,"22223 Hwy 29 @ Rancheria Rd, Middletown, CA 95461",Middletown,Lake,95461,2024,Middletown Rancheria of Pomo Indians of California,3000000,Tribe,ECAA-Reg,Active,212239,987382,No,No,Yes,No,No,No,Installation of a 696 kW ground and roof mounted solar PV system at one site,Pacific Gas & Electric Company,IOU,Yes,38.73161564480819,-122.62285359000542,38.7316156448082,-122.622853590005,,6/13/2024 9:11:34 PM,SLockwood,,,,,-13650298.1883799,4683295.84167617
926,945,957,"6530 Mirabel Rd, Forestville, CA 95436",Forestville,Sonoma,95436,2024,Forestville Water District,1570141,Special District,ECAA-Reg,Active,104780,405367,No,No,Yes,No,No,No,Installation of a 270 kW floating solar PV system at the sewer plant and lighting upgrades at the sewer plant and district building sites.,Pacific Gas & Electric Company,IOU,No,38.47504376,-122.895506,38.47504376,-122.895506,,9/12/2024 5:38:19 PM,SLockwood,,,,,-13680663.0711676,4646722.11807138
